Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-09-03 00:00:00-04:00,331.35703881907256,331.8319182076837,318.9917899040027,321.59893798828125,148011100,0.0,0.0,0.0
2020-09-04 00:00:00-04:00,322.2878302958013,323.87071361278487,311.8034340710318,318.9730529785156,139156300,0.0,0.0,0.0
2020-09-08 00:00:00-04:00,313.5167562507004,319.0383079814321,309.9505865584041,310.2578430175781,114465300,0.0,0.0,0.0
2020-09-09 00:00:00-04:00,314.2989802128478,318.87077461264147,313.4237267113937,316.38470458984375,91462300,0.0,0.0,0.0
2020-09-10 00:00:00-04:00,318.274843586461,318.93592958046594,309.9227118378307,310.8910827636719,90569500,0.0,0.0,0.0
2020-09-11 00:00:00-04:00,312.6880320311082,313.75881197422314,308.2000367606823,311.04925537109375,84680200,0.0,0.0,0.0
2020-09-14 00:00:00-04:00,314.24299363448193,316.9339381989172,311.19824811152733,315.14617919921875,65605700,0.0,0.0,0.0
2020-09-15 00:00:00-04:00,317.623009522902,318.46101015038033,315.15555218042186,316.73846435546875,52920900,0.0,0.0,0.0
2020-09-16 00:00:00-04:00,317.98621682504444,319.4294388106881,315.20215381091947,315.48150634765625,82096000,0.0,0.0,0.0
2020-09-17 00:00:00-04:00,310.5837474506331,314.4385899779849,310.05300332026394,312.7066955566406,91523300,0.0,0.0,0.0
2020-09-18 00:00:00-04:00,313.5190998844494,313.6312767687232,306.60124957179545,309.10662841796875,105877900,1.339,0.0,0.0
2020-09-21 00:00:00-04:00,304.4791385251408,305.8159605137822,300.7678013856903,305.6663818359375,99450800,0.0,0.0,0.0
2020-09-22 00:00:00-04:00,307.16218504731637,309.34036245461033,304.62873326507275,308.7794494628906,63612100,0.0,0.0,0.0
2020-09-23 00:00:00-04:00,309.34030249481947,309.62077320092527,301.1136753082404,301.6184997558594,93112200,0.0,0.0,0.0
2020-09-24 00:00:00-04:00,300.2909783866585,305.5074020863109,298.9634856405154,302.42242431640625,76681300,0.0,0.0,0.0
2020-09-25 00:00:00-04:00,301.56238510956587,308.1063022266746,300.68365677214575,307.31170654296875,71069400,0.0,0.0,0.0
2020-09-28 00:00:00-04:00,311.5091839323194,313.1358057916758,310.5088925117926,312.4159851074219,64584600,0.0,0.0,0.0
2020-09-29 00:00:00-04:00,312.2103274764333,312.9581924041424,310.0134350236128,310.7145690917969,51304000,0.0,0.0,0.0
2020-09-30 00:00:00-04:00,311.3876954916062,316.2489036800177,311.1913859176514,313.0704345703125,104081100,0.0,0.0,0.0
2020-10-01 00:00:00-04:00,315.68796610962784,316.6695424323079,313.1825871203494,315.080322265625,88698700,0.0,0.0,0.0
2020-10-02 00:00:00-04:00,310.08816072952277,315.05218640280157,309.61138055359066,312.0887145996094,89431100,0.0,0.0,0.0
2020-10-05 00:00:00-04:00,314.1641380536075,317.81002935219834,314.1174071960067,317.6230773925781,45713100,0.0,0.0,0.0
2020-10-06 00:00:00-04:00,317.7632668791493,319.87602637009286,312.5935735514593,313.10772705078125,90128900,0.0,0.0,0.0
2020-10-07 00:00:00-04:00,316.0899471352316,319.3712638786441,316.0619029121777,318.5579528808594,56999600,0.0,0.0,0.0
2020-10-08 00:00:00-04:00,320.51173470268236,321.446580054868,319.5862184041517,321.3811340332031,45242500,0.0,0.0,0.0
2020-10-09 00:00:00-04:00,323.045170609396,324.7185518452797,322.41884017460626,324.2511291503906,59528600,0.0,0.0,0.0
2020-10-12 00:00:00-04:00,326.8126022831071,330.95396058750157,326.3171353587576,329.4675598144531,80388500,0.0,0.0,0.0
2020-10-13 00:00:00-04:00,329.3273251658497,329.5049480681437,326.3451661589768,327.3174133300781,73255500,0.0,0.0,0.0
2020-10-14 00:00:00-04:00,327.89698220853137,329.00009279275616,324.5222044391961,325.2607116699219,57727900,0.0,0.0,0.0
2020-10-15 00:00:00-04:00,321.31569272351567,325.34487396818486,320.77349496415195,324.8587646484375,60357700,0.0,0.0,0.0
2020-10-16 00:00:00-04:00,326.2236514690824,327.89703276775333,324.48485267287765,324.6624755859375,89501900,0.0,0.0,0.0
2020-10-19 00:00:00-04:00,325.93379819715204,326.5694861347501,318.8196393751792,319.7264404296875,68425600,0.0,0.0,0.0
2020-10-20 00:00:00-04:00,321.0820382732592,324.27922254397066,320.31548661960784,321.00726318359375,60051900,0.0,0.0,0.0
2020-10-21 00:00:00-04:00,320.96048162478,323.1480451232223,320.09108218750293,320.39959716796875,63575000,0.0,0.0,0.0
2020-10-22 00:00:00-04:00,320.6145543301672,322.746000594194,318.4550638467144,322.15704345703125,55399300,0.0,0.0,0.0
2020-10-23 00:00:00-04:00,323.3910145404469,323.4471029738131,320.7734592193109,323.25079345703125,49143900,0.0,0.0,0.0
2020-10-26 00:00:00-04:00,319.8386584058485,320.6332826945844,313.75280577693434,317.2771911621094,91473000,0.0,0.0,0.0
2020-10-27 00:00:00-04:00,317.6230498845085,317.95958050020954,315.9683554363344,316.1833801269531,65994100,0.0,0.0,0.0
2020-10-28 00:00:00-04:00,310.46214792470636,316.2114411488421,304.881120017363,305.3765869140625,127094300,0.0,0.0,0.0
2020-10-29 00:00:00-04:00,305.61030350993144,311.67744083545017,303.90887808851886,308.48028564453125,90597700,0.0,0.0,0.0
2020-10-30 00:00:00-04:00,306.89105673391106,308.20919221420985,301.5811415365393,305.2644348144531,120287300,0.0,0.0,0.0
2020-11-02 00:00:00-05:00,308.68597412109375,310.70521515545505,305.9188110918073,308.68597412109375,86068300,0.0,0.0,0.0
2020-11-03 00:00:00-05:00,311.94854321279144,316.2114356730083,308.7700747684846,314.1360778808594,93294200,0.0,0.0,0.0
2020-11-04 00:00:00-05:00,318.65133138281345,325.27005158713695,317.464088211308,321.15673828125,126959700,0.0,0.0,0.0
2020-11-05 00:00:00-05:00,326.48541212895293,329.24321758688944,326.1301662973035,327.4202575683594,82039700,0.0,0.0,0.0
2020-11-06 00:00:00-05:00,327.1304342782304,328.60750594280904,324.99898797057915,327.345458984375,74973000,0.0,0.0,0.0
2020-11-09 00:00:00-05:00,340.255700398766,340.6389904576973,330.9913785434033,331.45880126953125,172304200,0.0,0.0,0.0
2020-11-10 00:00:00-05:00,330.4585351294545,332.0384263472568,327.6727137268044,330.97271728515625,85552000,0.0,0.0,0.0
2020-11-11 00:00:00-05:00,333.1788479329122,334.2632718677,331.92615869683334,333.4312744140625,58649000,0.0,0.0,0.0
2020-11-12 00:00:00-05:00,332.41229521149756,333.47803259878674,328.3737850034322,330.19671630859375,67546200,0.0,0.0,0.0
2020-11-13 00:00:00-05:00,332.1225293859271,335.5160228997194,331.5990182215688,334.7681579589844,62892200,0.0,0.0,0.0
2020-11-16 00:00:00-05:00,337.46046828584866,339.1431784222475,336.16101961858254,338.9468688964844,74541100,0.0,0.0,0.0
2020-11-17 00:00:00-05:00,336.516288101695,338.3392479801234,334.9924855878978,337.1239318847656,66111000,0.0,0.0,0.0
2020-11-18 00:00:00-05:00,337.39505010740044,337.9466054590558,333.0293096223353,333.06671142578125,70591300,0.0,0.0,0.0
2020-11-19 00:00:00-05:00,332.43109862972943,334.84298770719624,331.0755611079736,334.46905517578125,59940900,0.0,0.0,0.0
2020-11-20 00:00:00-05:00,334.207277257013,334.4129444149554,332.1038748127381,332.17864990234375,70417300,0.0,0.0,0.0
2020-11-23 00:00:00-05:00,334.0015344942473,335.4412042739595,331.7485538515259,334.1697998046875,63230600,0.0,0.0,0.0
2020-11-24 00:00:00-05:00,336.7406714963386,340.106120821583,335.88062965885445,339.5545654296875,62415900,0.0,0.0,0.0
2020-11-25 00:00:00-05:00,339.4704148563673,339.4984590772143,337.9279256513489,339.0310363769531,45330900,0.0,0.0,0.0
2020-11-27 00:00:00-05:00,340.1341885227969,340.45203257417427,338.9562740453472,339.97528076171875,28514100,0.0,0.0,0.0
2020-11-30 00:00:00-05:00,339.1899745610818,339.4610877397467,335.76846519379984,338.47015380859375,83872700,0.0,0.0,0.0
2020-12-01 00:00:00-05:00,341.7513948482383,343.72390468919554,341.15308017678103,342.17205810546875,74231400,0.0,0.0,0.0
2020-12-02 00:00:00-05:00,341.0503514645866,343.05090605398885,340.47075180344405,342.8919982910156,45927000,0.0,0.0,0.0
2020-12-03 00:00:00-05:00,342.7891043307155,344.2007300136769,341.68599360603105,342.7984619140625,62882000,0.0,0.0,0.0
2020-12-04 00:00:00-05:00,343.38740584752725,345.7525634765625,343.2939156053123,345.7525634765625,50749900,0.0,0.0,0.0
2020-12-07 00:00:00-05:00,344.9766377155109,345.53755065887975,343.7613501125595,345.0420837402344,48944300,0.0,0.0,0.0
2020-12-08 00:00:00-05:00,343.76134469940587,346.62196928340217,343.7146138420349,346.0517272949219,42458900,0.0,0.0,0.0
2020-12-09 00:00:00-05:00,346.71539254636343,346.87430025409935,342.10661255464004,342.9479675292969,74098300,0.0,0.0,0.0
2020-12-10 00:00:00-05:00,341.56444143432566,343.8921972296762,340.6856845217805,342.8358459472656,57735400,0.0,0.0,0.0
2020-12-11 00:00:00-05:00,341.12509051659157,342.84520267831226,339.591958851909,342.4338684082031,57698600,0.0,0.0,0.0
2020-12-14 00:00:00-05:00,344.6214212735744,345.70581682973443,340.72310341037064,340.9007263183594,69216200,0.0,0.0,0.0
2020-12-15 00:00:00-05:00,343.4621166856744,345.5094299316406,342.07856406483916,345.5094299316406,63865300,0.0,0.0,0.0
2020-12-16 00:00:00-05:00,345.72452570567435,346.9772150929157,344.8364111818905,346.0517272949219,58420500,0.0,0.0,0.0
2020-12-17 00:00:00-05:00,347.7063742190196,348.19248351995736,346.87434818154395,347.98681640625,64119500,0.0,0.0,0.0
2020-12-18 00:00:00-05:00,348.27783460873405,348.446817165707,344.56944392049496,346.5973205566406,136542300,1.58,0.0,0.0
2020-12-21 00:00:00-05:00,342.6449492049241,355.3097627599351,339.88478540014927,345.358154296875,96386700,0.0,0.0,0.0
2020-12-22 00:00:00-05:00,345.6866980345821,345.7993530868714,343.64005484912053,344.7760314941406,47949000,0.0,0.0,0.0
2020-12-23 00:00:00-05:00,345.75252971651383,347.01055927329736,344.75737157979205,345.0859680175781,46201400,0.0,0.0,0.0
2020-12-24 00:00:00-05:00,345.5646387753796,346.456539006664,344.9731997623888,346.4283752441406,26457900,0.0,0.0,0.0
2020-12-28 00:00:00-05:00,349.0007307007363,349.79874210392165,348.3717305088169,349.4044494628906,39000400,0.0,0.0,0.0
2020-12-29 00:00:00-05:00,350.9442028102827,351.1225828850983,348.146477798129,348.7379455566406,53680500,0.0,0.0,0.0
2020-12-30 00:00:00-05:00,349.56400887492697,350.27752894547797,348.841119985589,349.23541259765625,49455300,0.0,0.0,0.0
2020-12-31 00:00:00-05:00,349.038368622073,351.74220478652796,348.52202335699644,351.0099182128906,78520700,0.0,0.0,0.0
2021-01-04 00:00:00-05:00,352.3524259410661,352.48387594603577,342.50410447021835,346.23126220703125,110210800,0.0,0.0,0.0
2021-01-05 00:00:00-05:00,345.5834411763999,349.71428879033505,345.5364824706297,348.6158447265625,66426200,0.0,0.0,0.0
2021-01-06 00:00:00-05:00,347.0949076518691,353.9202215902215,346.54100126808675,350.70001220703125,107997700,0.0,0.0,0.0
2021-01-07 00:00:00-05:00,353.0940925087612,356.6616362990513,352.9157124541639,355.91058349609375,68766800,0.0,0.0,0.0
2021-01-08 00:00:00-05:00,357.3093866794121,358.1543281394145,354.03287841024945,357.93841552734375,71677200,0.0,0.0,0.0
2021-01-11 00:00:00-05:00,354.7370207824091,357.30000906515437,354.61496826402583,355.525634765625,51034700,0.0,0.0,0.0
2021-01-12 00:00:00-05:00,355.71342222685223,356.62406010309326,353.33815408905065,355.6007385253906,52547700,0.0,0.0,0.0
2021-01-13 00:00:00-05:00,355.5256001722999,357.56284560134003,354.7369862658177,356.5583190917969,45303600,0.0,0.0,0.0
2021-01-14 00:00:00-05:00,357.3094361112345,357.8164125177031,354.9717577299637,355.3097229003906,49989100,0.0,0.0,0.0
2021-01-15 00:00:00-05:00,353.6761635180636,354.48354385050357,350.8409062321187,352.71856689453125,107160000,0.0,0.0,0.0
2021-01-19 00:00:00-05:00,355.19712401995946,356.0326969081568,353.7043869794996,355.4881591796875,51233300,0.0,0.0,0.0
2021-01-20 00:00:00-05:00,357.79761692490206,361.2525343487993,357.40332422678637,360.4075927734375,61836100,0.0,0.0,0.0
2021-01-21 00:00:00-05:00,360.9707915194785,361.40267401266084,359.8066513136283,360.736083984375,47840100,0.0,0.0,0.0
2021-01-22 00:00:00-05:00,358.86788291159115,360.63288846334626,358.48295904970183,359.4593505859375,52860500,0.0,0.0,0.0
2021-01-25 00:00:00-05:00,360.20099423722485,361.23368453311633,355.30966828296954,360.876953125,70402000,0.0,0.0,0.0
2021-01-26 00:00:00-05:00,361.8346213394072,362.24770899998134,360.07901310738197,360.313720703125,42665300,0.0,0.0,0.0
2021-01-27 00:00:00-05:00,356.9621098706404,357.0559986444984,349.25432000578405,351.50750732421875,123351100,0.0,0.0,0.0
2021-01-28 00:00:00-05:00,353.3381542555035,358.5674458479417,352.8969315239179,354.5304870605469,94198100,0.0,0.0,0.0
2021-01-29 00:00:00-05:00,352.65284731045637,353.62923889213613,345.74304106824115,347.4329528808594,126765100,0.0,0.0,0.0
2021-02-01 00:00:00-05:00,350.859652324358,354.2582133435265,347.7239626367599,353.21612548828125,75817600,0.0,0.0,0.0
2021-02-02 00:00:00-05:00,356.42692150034526,359.77855258361063,353.3006291740671,358.210693359375,64450700,0.0,0.0,0.0
2021-02-03 00:00:00-05:00,359.04627706726836,360.22921246243635,357.20617762542906,358.49237060546875,52427100,0.0,0.0,0.0
2021-02-04 00:00:00-05:00,359.5344621916985,362.61382458833737,358.6050293150717,362.56689453125,47142600,0.0,0.0,0.0
2021-02-05 00:00:00-05:00,364.45403449362436,364.7075084302743,362.5200458339947,363.9939880371094,48669800,0.0,0.0,0.0
2021-02-08 00:00:00-05:00,365.4584506060735,366.66954968229635,364.5947427980771,366.62261962890625,38365200,0.0,0.0,0.0
2021-02-09 00:00:00-05:00,365.7776139342464,366.9793440735661,365.3645550123846,366.37847900390625,35551100,0.0,0.0,0.0
2021-02-10 00:00:00-05:00,368.13409370190647,368.2843099721123,363.79670275895097,366.2188720703125,59154400,0.0,0.0,0.0
2021-02-11 00:00:00-05:00,367.3079426625288,367.73042774090396,364.3600305372677,366.81036376953125,42913300,0.0,0.0,0.0
2021-02-12 00:00:00-05:00,366.00303069637926,368.86645190539963,365.9279082212432,368.62237548828125,50593300,0.0,0.0,0.0
2021-02-16 00:00:00-05:00,369.8616235534967,370.0587985699283,367.58027251333647,368.30316162109375,50972400,0.0,0.0,0.0
2021-02-17 00:00:00-05:00,366.53810708042516,368.6410776048561,365.5147569279507,368.3876037597656,52290600,0.0,0.0,0.0
2021-02-18 00:00:00-05:00,365.75891082673604,367.57084651716144,364.0220689575782,366.8197937011719,59712800,0.0,0.0,0.0
2021-02-19 00:00:00-05:00,368.087157635444,368.378192700828,365.7212872319052,366.17193603515625,83241000,0.0,0.0,0.0
2021-02-22 00:00:00-05:00,363.3837240711611,365.7871278130165,363.08329144072104,363.3555603027344,67414200,0.0,0.0,0.0
2021-02-23 00:00:00-05:00,361.13044793627193,365.1580377369494,356.94327303732115,363.7967224121094,107284100,0.0,0.0,0.0
2021-02-24 00:00:00-05:00,362.6982726954932,368.2373940120349,361.70311493677366,367.8055114746094,72433900,0.0,0.0,0.0
2021-02-25 00:00:00-05:00,366.5287895579451,367.9088714283352,357.48784798363744,358.9430236816406,146670500,0.0,0.0,0.0
2021-02-26 00:00:00-05:00,360.8393968436409,361.99413966509326,355.0937605441655,357.09344482421875,152701600,0.0,0.0,0.0
2021-03-01 00:00:00-05:00,362.00355762059877,367.00753896613975,357.2906400153062,365.7494812011719,105348800,0.0,0.0,0.0
2021-03-02 00:00:00-05:00,365.97480879971965,366.20951635828743,362.3884704286064,362.89544677734375,79595300,0.0,0.0,0.0
2021-03-03 00:00:00-05:00,362.19136812027995,363.16773105398926,357.9853978452796,358.08868408203125,119940200,0.0,0.0,0.0
2021-03-04 00:00:00-05:00,357.9009126000163,360.5108598665587,349.1322404361531,353.65740966796875,183433000,0.0,0.0,0.0
2021-03-05 00:00:00-05:00,357.1873779252522,361.2243655188771,349.8457465481457,360.1634826660156,152039600,0.0,0.0,0.0
2021-03-08 00:00:00-05:00,361.13052514941546,363.9657828005093,358.0887236528226,358.370361328125,123149200,0.0,0.0,0.0
2021-03-09 00:00:00-05:00,362.24770602260395,366.05935505407604,361.74072959773366,363.4869689941406,113633600,0.0,0.0,0.0
2021-03-10 00:00:00-05:00,365.85276742851664,367.45815915578714,364.42575574325684,365.7494812011719,109899400,0.0,0.0,0.0
2021-03-11 00:00:00-05:00,368.23741781605554,371.44820138828675,367.7773714878265,369.4578857421875,86245000,0.0,0.0,0.0
2021-03-12 00:00:00-05:00,368.08715095175563,370.09623261343603,367.2703732894881,369.9554138183594,64653600,0.0,0.0,0.0
2021-03-15 00:00:00-04:00,370.2088689156728,372.42452289911,368.0495710982374,372.1616516113281,73427200,0.0,0.0,0.0
2021-03-16 00:00:00-04:00,372.781337798249,373.49482931249094,370.9130461003731,371.6922912597656,73722500,0.0,0.0,0.0
2021-03-17 00:00:00-04:00,370.39673019066225,373.7671276485625,369.2419585665927,372.9597473144531,97959300,0.0,0.0,0.0
2021-03-18 00:00:00-04:00,370.3497855663885,372.45275626165227,366.84793824719753,367.5332946777344,115349100,0.0,0.0,0.0
2021-03-19 00:00:00-04:00,367.2300583888453,368.82188071228416,364.65864646375104,366.8533020019531,113624500,1.278,0.0,0.0
2021-03-22 00:00:00-04:00,367.37128722232336,371.1765923121428,367.3147752094019,369.7825622558594,73778600,0.0,0.0,0.0
2021-03-23 00:00:00-04:00,369.1420959687848,370.6020376321158,366.08090385659546,366.8721008300781,90686600,0.0,0.0,0.0
2021-03-24 00:00:00-04:00,368.2848896167229,369.9332235216571,364.959965803985,365.0070495605469,97588600,0.0,0.0,0.0
2021-03-25 00:00:00-04:00,363.5565669489051,367.86105171901727,361.59738810322796,367.0604553222656,116128600,0.0,0.0,0.0
2021-03-26 00:00:00-04:00,368.2189480110559,373.3805982253649,367.61614370382983,372.9755859375,114409100,0.0,0.0,0.0
2021-03-29 00:00:00-04:00,371.48739769618066,373.7008806208135,369.9897719075138,372.7872314453125,108107600,0.0,0.0,0.0
2021-03-30 00:00:00-04:00,371.5062904734985,372.4764517550302,370.1876000953897,371.79827880859375,76262200,0.0,0.0,0.0
2021-03-31 00:00:00-04:00,372.3728512867935,374.87832292454397,372.3445952765608,373.3053283691406,112734200,0.0,0.0,0.0
2021-04-01 00:00:00-04:00,375.2549762015052,377.39311911874,375.0477559351798,377.3365783691406,99682900,0.0,0.0,0.0
2021-04-05 00:00:00-04:00,380.0210139869953,383.29885400017923,379.9456742285521,382.7525329589844,91684800,0.0,0.0,0.0
2021-04-06 00:00:00-04:00,382.18747820505183,383.58147955937704,381.84837737246824,382.52655029296875,62021000,0.0,0.0,0.0
2021-04-07 00:00:00-04:00,382.35706657743424,383.31779970268246,381.89554214638423,382.96929931640625,55836300,0.0,0.0,0.0
2021-04-08 00:00:00-04:00,384.2314192191488,384.8436519105765,383.2895139262851,384.7871398925781,57863100,0.0,0.0,0.0
2021-04-09 00:00:00-04:00,384.66471135235577,387.75415952302285,384.5422590667275,387.5845947265625,61104600,0.0,0.0,0.0
2021-04-12 00:00:00-04:00,386.9816865398506,387.99893132253766,386.36945402052396,387.7257995605469,56704900,0.0,0.0,0.0
2021-04-13 00:00:00-04:00,387.62224820631803,389.5060586179823,387.2360636225669,388.8749694824219,56551000,0.0,0.0,0.0
2021-04-14 00:00:00-04:00,388.8467105463141,389.9110680200317,387.00058440529887,387.5469055175781,61659900,0.0,0.0,0.0
2021-04-15 00:00:00-04:00,389.70382047565164,391.9832435448508,389.65673671687347,391.7100830078125,60229800,0.0,0.0,0.0
2021-04-16 00:00:00-04:00,393.0099504116794,393.63161130207396,391.57826483495205,393.0193786621094,82037300,0.0,0.0,0.0
2021-04-19 00:00:00-04:00,392.0775188121657,392.5296149704581,389.7510115153884,391.0885009765625,78498500,0.0,0.0,0.0
2021-04-20 00:00:00-04:00,389.86400358500356,390.9754448758901,386.7368712714582,388.22509765625,81851800,0.0,0.0,0.0
2021-04-21 00:00:00-04:00,387.603413176734,392.10571882633735,387.4621044027784,391.89849853515625,66793000,0.0,0.0,0.0
2021-04-22 00:00:00-04:00,391.72893455055413,392.56721516097747,387.245456976526,388.3192138671875,97582800,0.0,0.0,0.0
2021-04-23 00:00:00-04:00,388.88440293699796,393.9518576113364,388.8090631671761,392.5295715332031,73209200,0.0,0.0,0.0
2021-04-26 00:00:00-04:00,393.1889217488319,393.92360667889005,392.595516854426,393.3490295410156,52182400,0.0,0.0,0.0
2021-04-27 00:00:00-04:00,393.6504057456978,393.84822651999144,392.11509577816366,393.26422119140625,51303100,0.0,0.0,0.0
2021-04-28 00:00:00-04:00,393.53742971857224,394.66772751504794,392.68029249276714,393.1512451171875,51238900,0.0,0.0,0.0
2021-04-29 00:00:00-04:00,395.9015512483027,396.27830753244,392.2469549283813,395.6566467285156,78544300,0.0,0.0,0.0
2021-04-30 00:00:00-04:00,393.36788217356,394.2250193743092,392.15281638956753,393.0570373535156,85527000,0.0,0.0,0.0
2021-05-03 00:00:00-04:00,395.06334081893385,395.4495254488588,393.40560700483616,393.9048156738281,68128300,0.0,0.0,0.0
2021-05-04 00:00:00-04:00,391.89850873614796,392.39771734907873,387.75413154931385,391.4746398925781,101591200,0.0,0.0,0.0
2021-05-05 00:00:00-04:00,393.13244772451117,393.3679240549087,391.03198850928385,391.5971374511719,60162200,0.0,0.0,0.0
2021-05-06 00:00:00-04:00,391.67242030171866,394.85606442511505,389.6473299035696,394.7242126464844,74321400,0.0,0.0,0.0
2021-05-07 00:00:00-04:00,395.49655484116664,398.2563299454914,394.8089537551282,397.59698486328125,67733800,0.0,0.0,0.0
2021-05-10 00:00:00-04:00,397.954936371938,398.180984415608,393.5373988023426,393.65985107421875,81852400,0.0,0.0,0.0
2021-05-11 00:00:00-04:00,389.101013998279,391.144932028358,386.23761436159117,390.1465148925781,116888000,0.0,0.0,0.0
2021-05-12 00:00:00-04:00,387.3396522571492,388.62062942096463,380.52966790181773,381.8577575683594,134811000,0.0,0.0,0.0
2021-05-13 00:00:00-04:00,383.4213774465199,388.3946360223145,383.37426493716674,386.44488525390625,106394000,0.0,0.0,0.0
2021-05-14 00:00:00-04:00,389.2046293737467,393.23598237358675,389.17637336827886,392.37884521484375,82201600,0.0,0.0,0.0
2021-05-17 00:00:00-04:00,391.25797809234086,392.1998832039105,389.3458831209782,391.3804016113281,65129200,0.0,0.0,0.0
